"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSVORM","AANTAL_INSCHRIJVINGEN"
"2022","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",15
"2022","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","DT",149
"2022","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DU",82
"2022","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VT",101
"2022","Flevoland","0034","Almere","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",27
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VT",1588
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",121
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",465
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",242
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",342
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","DT",161
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","VT",165
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DU",29
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VT",832
"2022","Flevoland","0034","Almere","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",710
"2022","Flevoland","0034","Almere","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",13
"2022","Flevoland","0034","Almere","reguliere inst.","master","30TX","Aeres Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","VT",9
"2022","Flevoland","0303","Dronten","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",52
"2022","Flevoland","0303","Dronten","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",270
"2022","Flevoland","0303","Dronten","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",70
"2022","Flevoland","0303","Dronten","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",2061
"2022","Flevoland","0303","Dronten","reguliere inst.","master","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DU",16
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",46
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",98
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","DT",105
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","DU",240
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","VT",705
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",46
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",74
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",83
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",15
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","DU",63
"2022","Friesland","0080","Leeuwarden","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",28
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",167
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","30HD","Hogeschool Van Hall Larenstein","ECONOMIE","n.v.t. (economie)","VT",11
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",35
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",2101
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","30HD","Hogeschool Van Hall Larenstein","TECHNIEK","n.v.t. (techniek)","VT",138
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","DT",216
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","DU",396
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","VT",8720
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",347
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1310
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",352
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",958
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",178
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",620
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",151
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",1020
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",1100
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",120
"2022","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",2675
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",6
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",-1
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",8
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","DT",10
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","VT",205
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",27
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",6
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",87
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","DT",58
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","VT",29
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",27
"2022","Friesland","0080","Leeuwarden","reguliere inst.","master","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",13
"2022","Friesland","0093","Terschelling","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",409
"2022","Friesland","0093","Terschelling","reguliere inst.","master","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",43
"2022","Gelderland","0200","Apeldoorn","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","DT",50
"2022","Gelderland","0200","Apeldoorn","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VT",876
"2022","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","DT",299
"2022","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","DU",243
"2022","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","DT",308
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","DT",446
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","DU",301
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","VT",2873
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","VT",348
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","DT",140
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","DT",868
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","VT",4246
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",88
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",294
"2022","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",887
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","DT",38
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","VT",40
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",57
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",27
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","DT",80
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","VT",199
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","DT",83
"2022","Gelderland","0202","Arnhem","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",160
"2022","Gelderland","0222","Doetinchem","reguliere inst.","associate degree","09OT","Iselinge Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",79
"2022","Gelderland","0222","Doetinchem","reguliere inst.","bachelor","09OT","Iselinge Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",98
"2022","Gelderland","0222","Doetinchem","reguliere inst.","bachelor","09OT","Iselinge Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",371
"2022","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","DT",49
"2022","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",33
"2022","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",168
"2022","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","DT",71
"2022","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","DT",22
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","DT",138
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","VT",1011
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",618
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",725
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",62
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",272
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",595
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","DT",239
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","DU",96
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","VT",338
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","n.v.t. (onderwijs)","DT",17
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","n.v.t. (onderwijs)","VT",27
"2022","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","VT",136
"2022","Gelderland","0228","Ede","reguliere inst.","master","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",103
"2022","Gelderland","0228","Ede","reguliere inst.","master","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",141
"2022","Gelderland","0228","Ede","reguliere inst.","master","25BA","Christelijke Hogeschool Ede","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",13
"2022","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",309
"2022","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",140
"2022","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",82
"2022","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",6
"2022","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","DT",106
"2022","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","DT",21
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","VT",6014
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",337
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",202
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",5184
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",712
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",35
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",5316
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","DT",390
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","VT",1164
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","DT",990
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","VT",2393
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","DT",35
"2022","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","VT",1991
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","DT",114
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",44
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",89
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",365
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","DT",64
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DU",199
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","DT",32
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","VT",25
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",65
"2022","Gelderland","0268","Nijmegen","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VT",-1
"2022","Gelderland","0275","Rheden","reguliere inst.","associate degree","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",97
"2022","Gelderland","0275","Rheden","reguliere inst.","associate degree","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",116
"2022","Gelderland","0275","Rheden","reguliere inst.","bachelor","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",242
"2022","Gelderland","0275","Rheden","reguliere inst.","bachelor","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",1748
"2022","Gelderland","0289","Wageningen","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",22
"2022","Gelderland","0289","Wageningen","reguliere inst.","associate degree","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",43
"2022","Gelderland","0289","Wageningen","reguliere inst.","bachelor","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",241
"2022","Gelderland","0289","Wageningen","reguliere inst.","bachelor","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",283
"2022","Gelderland","0289","Wageningen","reguliere inst.","master","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",85
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","DT",72
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","VT",113
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",116
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",93
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",67
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","ONDERWIJS","leraar basisonderwijs","DT",53
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",11
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","DT",136
"2022","Groningen","0014","Groningen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",48
"2022","Groningen","0014","Groningen","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","DT",576
"2022","Groningen","0014","Groningen","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ECONOMIE","n.v.t. (economie)","DU",135
