"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","GESLACHT","AANTAL_INSCHRIJVINGEN"
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",1697
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",145
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",576
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",198
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",494
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",2716
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",1298
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","MAN",1573
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VROUW",3358
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","MAN",985
"2022","Noord-Brabant","0758","Breda","reguliere inst.","bachelor","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VROUW",503
"2022","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","MAN",76
"2022","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VROUW",114
"2022","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","MAN",17
"2022","Noord-Brabant","0758","Breda","reguliere inst.","master","21UI","Breda University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",187
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",77
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",37
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",103
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",16
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",52
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",42
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",7
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",365
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",48
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",221
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",368
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",2861
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",2244
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",1431
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",2682
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",1351
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",3136
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",154
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",422
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",552
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",245
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",6759
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",1308
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",72
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","02NT","Design Academy Eindhoven","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",126
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",35
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",10
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",9
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",41
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",23
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",104
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",20
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",35
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",25
"2022","Noord-Brabant","0772","Eindhoven","reguliere inst.","master","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2022","Noord-Brabant","0794","Helmond","reguliere inst.","bachelor","08OK","Pedagogische Hogeschool De Kempel","ONDERWIJS","leraar basisonderwijs","MAN",283
"2022","Noord-Brabant","0794","Helmond","reguliere inst.","bachelor","08OK","Pedagogische Hogeschool De Kempel","ONDERWIJS","leraar basisonderwijs","VROUW",716
"2022","Noord-Brabant","0794","Helmond","reguliere inst.","master","08OK","Pedagogische Hogeschool De Kempel","ONDERWIJS","n.v.t. (onderwijs)","VROUW",9
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",957
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",725
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",121
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",275
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",319
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",44
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",12
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",80
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",4100
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",2957
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",280
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",1053
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",110
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",1092
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",104
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",290
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",2597
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",769
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","MAN",1542
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","21CW","HAS green academy","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VROUW",1323
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",13
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",210
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",95
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",320
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","master","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",21
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","master","07GR","Avans Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",67
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",7
"2022","Noord-Brabant","0796","'s-Hertogenbosch","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",62
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",5
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","associate degree","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",75
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",62
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","associate degree","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",9
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",1146
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",289
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",2309
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",2934
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",83
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",677
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",46
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",217
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",151
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",419
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",109
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",378
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",1134
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",1407
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",305
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",413
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",680
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",83
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","MAN",6
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","VROUW",42
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",10
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",81
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",8
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",49
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",22
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",125
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",44
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",67
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","MAN",336
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","VROUW",336
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","MAN",68
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","VROUW",45
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",56
"2022","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",86
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",179
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",121
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",117
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",12
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","MAN",26
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VROUW",49
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",63
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",103
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","MAN",60
"2022","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VROUW",11
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",6
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",59
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",92
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",279
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",818
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",240
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",138
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",464
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",71
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",535
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",119
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",380
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",1061
"2022","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",105
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",58
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",38
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",10
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",100
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",-1
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",-1
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",70
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",163
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",7
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",9
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",64
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",9
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","MAN",31
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VROUW",16
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",42
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",51
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","MAN",8
"2022","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VROUW",6
